TrueGrade,PredictedGrade,Residual
66,67.64495708458213,-1.6449570845821313
57,66.52566419070696,-9.525664190706962
69,68.8775,0.12250000000000227
72,68.62306547619049,3.37693452380951
67,66.983,0.016999999999995907
65,65.52082539682542,-0.5208253968254155
66,62.65016666666667,3.349833333333329
67,66.7068869047619,0.29311309523809825
69,65.34303571428572,3.656964285714281
70,68.64069047619047,1.3593095238095287
73,71.75239285714285,1.2476071428571487
67,68.20922312409813,-1.2092231240981306
60,64.3043383838384,-4.304338383838399
65,66.97088235294117,-1.9708823529411745
64,58.4372619047619,5.562738095238103
53,62.95028571428571,-9.950285714285712
66,61.45548214285716,4.544517857142843
67,67.27225,-0.27224999999999966
66,65.93016666666666,0.06983333333333519
75,71.585,3.4150000000000063
67,66.85211111111111,0.14788888888888607
62,66.60610714285716,-4.606107142857155
71,66.80434204684204,4.195657953157962
67,65.85516666666668,1.1448333333333238
65,67.11642857142857,-2.116428571428571
68,67.211,0.7890000000000015
68,68.33949999999999,-0.3394999999999868
68,68.50866666666667,-0.5086666666666702
63,61.965,1.0349999999999966
65,67.755,-2.7549999999999955
55,65.74999242424242,-10.749992424242421
60,57.772749999999995,2.227250000000005
69,70.08391666666667,-1.083916666666667
68,67.82661904761902,0.17338095238098106
65,68.54854365079368,-3.5485436507936754
74,72.64525,1.3547499999999957
67,66.58021428571428,0.4197857142857231
69,68.05241666666667,0.947583333333327
63,63.56575000000001,-0.5657500000000084
66,66.25336147186148,-0.2533614718614814
68,63.5855,4.414499999999997
66,72.201,-6.200999999999993
67,68.91405952380953,-1.9140595238095273
59,59.62689087301585,-0.6268908730158529
69,69.05366666666667,-0.05366666666667186
72,71.85491666666667,0.14508333333333212
76,72.642170995671,3.3578290043290053
68,66.46633188412467,1.5336681158753294
68,68.17433333333334,-0.17433333333333678
69,67.07502777777779,1.924972222222209
63,63.27942857142859,-0.2794285714285891
63,66.86946825396825,-3.8694682539682503
69,69.2072380952381,-0.20723809523809678
68,66.31830357142856,1.681696428571442
66,64.49447619047619,1.5055238095238082
62,58.93697619047621,3.0630238095237914
59,64.10116666666667,-5.101166666666671
73,70.96,2.0400000000000063
67,70.88933333333331,-3.8893333333333118
66,65.14110449272948,0.8588955072705176
82,80.32875,1.6712500000000006
72,73.1975,-1.1975000000000051
67,67.23166666666667,-0.23166666666666913
70,68.6797619047619,1.3202380952380963
62,64.39556604506608,-2.395566045066076
58,61.78216666666667,-3.7821666666666687
70,64.82816666666666,5.171833333333339
67,60.953005952380956,6.0469940476190445
69,68.86724783549784,0.13275216450216476
70,71.67707142857145,-1.6770714285714519
69,66.49588203463202,2.504117965367982
71,70.91166666666666,0.08833333333333826
65,66.05923809523809,-1.0592380952380864
65,66.7068869047619,-1.7068869047619017
71,70.40145634959295,0.598543650407052
69,67.60624206349206,1.3937579365079387
70,69.92333333333333,0.07666666666666799
65,65.93933333333332,-0.9393333333333231
57,62.89695238095238,-5.896952380952378
73,67.25020833333333,5.749791666666667
63,64.12433333333334,-1.1243333333333396
70,64.3043383838384,5.695661616161601
79,66.03030411255409,12.969695887445909
74,68.28622222222222,5.7137777777777785
72,71.43833333333333,0.5616666666666674
71,76.84853571428572,-5.848535714285717
60,65.397375,-5.397374999999997
66,66.73395634920635,-0.7339563492063519
69,69.42854040404042,-0.4285404040404188
62,67.435,-5.435000000000002
69,61.2455,7.7545
68,66.07757142857143,1.9224285714285685
70,69.96783333333333,0.032166666666668675
67,67.5319761904762,-0.5319761904762004
69,66.96629761904761,2.0337023809523913
69,68.15090476190475,0.849095238095245
62,67.435,-5.435000000000002
70,72.01396031746037,-2.0139603174603735
65,66.6195,-1.6195000000000022
65,61.262722943722935,3.7372770562770654
65,65.47383333333333,-0.47383333333333155
61,59.95333333333334,1.0466666666666598
68,66.13148015873014,1.8685198412698583
64,65.92233333333334,-1.9223333333333414
67,65.59220707070706,1.4077929292929383
72,71.49644047619046,0.5035595238095425
68,68.36625,-0.36624999999999375
70,67.03055952380953,2.9694404761904707
66,66.76807142857143,-0.7680714285714316
71,70.117933982684,0.8820660173160064
69,68.5825,0.417500000000004
60,59.55380952380951,0.4461904761904876
70,70.49765476190476,-0.4976547619047551
68,69.23190079365081,-1.2319007936508086
69,71.57679365079362,-2.5767936507936184
64,61.74090313852812,2.259096861471882
50,53.175,-3.174999999999997
73,71.883,1.1170000000000044
63,61.74090313852812,1.2590968614718818
69,68.85958333333332,0.14041666666668107
67,67.23166666666667,-0.23166666666666913
71,68.72200000000001,2.2779999999999916
61,62.167047619047615,-1.1670476190476151
68,68.74,-0.7399999999999949
66,66.38274999999999,-0.38274999999998727
64,68.01121428571429,-4.0112142857142885
66,60.320113095238085,5.679886904761915
58,61.74090313852812,-3.740903138528118
64,62.3602619047619,1.6397380952381013
62,63.93166666666667,-1.931666666666672
77,64.1525,12.847499999999997
66,70.50141666666664,-4.501416666666643
70,69.52133333333333,0.478666666666669
67,67.83952976190477,-0.839529761904771
69,68.56929166666667,0.43070833333332814
70,69.60466666666667,0.3953333333333262
59,66.8032619047619,-7.8032619047618965
71,68.37419047619049,2.625809523809508
60,67.84166666666665,-7.841666666666654
77,72.84911111111111,4.150888888888886
68,66.32958333333335,1.6704166666666538
76,69.8845,6.115499999999997
67,64.12503571428572,2.8749642857142845
71,70.91166666666666,0.08833333333333826
64,64.1525,-0.1525000000000034
71,70.04333333333334,0.9566666666666634
67,61.653190476190474,5.346809523809526
67,68.16163726551227,-1.1616372655122689
67,68.94585714285714,-1.945857142857136
70,69.31426262626263,0.6857373737373678
66,69.31426262626263,-3.3142626262626322
66,65.67491666666666,0.32508333333333894
68,66.54887820512822,1.4511217948717814
70,63.77210021922524,6.227899780774763
70,72.84911111111111,-2.849111111111114
56,61.81629761904762,-5.816297619047617
69,69.77,-0.769999999999996
70,71.13175,-1.1317499999999967
70,67.92107142857142,2.078928571428577
63,66.86946825396825,-3.8694682539682503
72,70.73125,1.2687499999999972
72,72.069,-0.06900000000000261
63,67.64495708458213,-4.644957084582131
69,67.3987261904762,1.6012738095238035
60,65.397375,-5.397374999999997
67,67.27225,-0.27224999999999966
66,66.23472619047618,-0.23472619047618082
70,62.05,7.950000000000003
56,60.65522619047618,-4.655226190476178
68,67.19039880952381,0.8096011904761866
71,72.04882936507938,-1.048829365079385
69,62.67299999999996,6.327000000000041
74,66.37431601731602,7.625683982683981
68,68.35578832278833,-0.35578832278832806
70,68.35578832278833,1.644211677211672
69,68.78406746031744,0.2159325396825551
68,64.4065,3.593500000000006
71,70.63979761904761,0.3602023809523871
69,68.80333333333334,0.19666666666665833
63,61.73084523809524,1.2691547619047583
72,76.46621428571429,-4.466214285714287
56,66.57830952380951,-10.578309523809509
67,67.19039880952381,-0.19039880952381338
66,60.73724404761905,5.2627559523809495
65,63.232500000000016,1.767499999999984
68,67.35849999999999,0.6415000000000077
67,68.54441414141415,-1.5444141414141512
68,67.54091666666667,0.45908333333332507
64,59.243874999999996,4.756125000000004
69,66.071,2.929000000000002
66,70.50141666666664,-4.501416666666643
69,68.28908928571431,0.7109107142856885
64,71.38166666666666,-7.381666666666661
66,63.02675,2.97325
69,66.7068869047619,2.2931130952380983
63,59.62689087301585,3.373109126984147
68,68.64069047619047,-0.6406904761904713
68,65.38711416165964,2.612885838340361
63,65.14110449272948,-2.1411044927294824
68,68.31471428571427,-0.31471428571427396
66,67.9575,-1.957499999999996
73,72.15058333333333,0.84941666666667
67,72.1122857142857,-5.112285714285704
56,61.18814285714285,-5.18814285714285
58,68.26051302170052,-10.260513021700518
66,72.201,-6.200999999999993
70,68.35578832278833,1.644211677211672
74,72.395,1.605000000000004
70,68.40226984126984,1.5977301587301582
70,67.92107142857142,2.078928571428577
71,70.76916666666666,0.23083333333333655
69,68.17433333333334,0.8256666666666632
60,61.47916666666666,-1.4791666666666572
