TrueGrade,PredictedGrade,Residual
63,59.932953,3.067047119140625
68,67.95858,0.04141998291015625
68,65.21393,2.78607177734375
63,65.30231,-2.30230712890625
68,67.9659,0.0341033935546875
66,66.22512,-0.22512054443359375
73,72.96791,0.0320892333984375
67,71.3769,-4.376899719238281
56,58.44978,-2.449779510498047
58,69.51566,-11.515663146972656
66,72.03376,-6.033760070800781
70,68.31114,1.6888580322265625
74,72.30052,1.6994781494140625
70,68.53265,1.46734619140625
70,68.7809,1.2191009521484375
71,71.48875,-0.48874664306640625
69,68.09773,0.9022674560546875
60,60.279026,-0.2790260314941406
64,65.84066,-1.8406600952148438
62,62.063637,-0.06363677978515625
73,71.1043,1.8956985473632812
69,66.21613,2.7838668823242188
65,66.63134,-1.6313400268554688
66,67.05043,-1.0504302978515625
73,72.86225,0.13774871826171875
64,66.28921,-2.2892074584960938
61,62.92343,-1.923431396484375
70,69.38696,0.613037109375
64,58.34546,5.654541015625
62,62.15252,-0.15251922607421875
66,66.20218,-0.202178955078125
57,60.271065,-3.2710647583007812
69,68.9503,0.0496978759765625
59,57.218857,1.7811431884765625
66,66.00615,-0.0061492919921875
63,58.588863,4.411136627197266
73,67.59073,5.409271240234375
57,60.948906,-3.9489059448242188
68,70.20451,-2.2045135498046875
69,71.288185,-2.2881851196289062
65,65.805824,-0.8058242797851562
69,68.61404,0.38596343994140625
70,69.242874,0.7571258544921875
66,67.30893,-1.308929443359375
72,70.92719,1.0728073120117188
75,74.28195,0.718048095703125
72,70.172844,1.8271560668945312
60,61.054886,-1.0548858642578125
58,58.70792,-0.7079200744628906
66,60.178226,5.821773529052734
70,71.602844,-1.60284423828125
73,72.70098,0.29901885986328125
66,66.925575,-0.9255752563476562
66,68.35959,-2.359588623046875
68,67.33993,0.6600723266601562
71,64.60904,6.390960693359375
71,70.45048,0.5495223999023438
75,73.06948,1.9305191040039062
68,64.00882,3.991180419921875
68,67.666985,0.33301544189453125
69,63.6025,5.397499084472656
65,66.455124,-1.4551239013671875
68,67.06444,0.9355621337890625
65,66.654495,-1.6544952392578125
64,67.55499,-3.55499267578125
68,69.31751,-1.3175125122070312
68,68.09773,-0.0977325439453125
71,70.37691,0.6230926513671875
62,63.249874,-1.2498741149902344
73,73.77376,-0.7737579345703125
75,73.636406,1.3635940551757812
72,70.612724,1.3872756958007812
67,66.62994,0.37006378173828125
59,58.34546,0.654541015625
71,71.03479,-0.0347900390625
70,69.89792,0.102081298828125
63,63.0034,-0.003398895263671875
61,58.118206,2.881793975830078
67,70.20451,-3.2045135498046875
69,67.17604,1.8239593505859375
64,68.85411,-4.8541107177734375
68,66.154594,1.8454055786132812
67,68.38128,-1.3812789916992188
68,67.77043,0.2295684814453125
73,72.2457,0.754302978515625
68,68.70118,-0.7011795043945312
58,58.34546,-0.345458984375
64,64.852005,-0.8520050048828125
67,67.48409,-0.48409271240234375
70,70.37691,-0.3769073486328125
69,69.45938,-0.459381103515625
69,68.22161,0.7783889770507812
59,63.49519,-4.495189666748047
65,69.19681,-4.196807861328125
65,61.2195,3.780498504638672
71,70.083084,0.9169158935546875
67,69.82184,-2.82183837890625
60,61.054886,-1.0548858642578125
68,68.93928,-0.9392776489257812
65,65.43229,-0.43228912353515625
65,66.467865,-1.467864990234375
69,67.8337,1.1662979125976562
67,66.51607,0.4839324951171875
65,64.97218,0.0278167724609375
71,70.3148,0.6852035522460938
